Input1,Input2,Input3,Input4,Input5,Input6,Output
79,10,1.559699,3.258096,65,18,78
81,8,2.817665,2.639057,50,15,42
64,8,2.1705,4.204692,0,36,171
35,12,2.389143,2.302585,4.5,44,79
79,5,2.809406,4.043051,11,25.5,61
27,12,3.09327,3.610918,30,29,27
27,14,3.42199,4.060443,46.655,11,7
32,12,2.48576,3.713572,0,13,53
78,8,2.643205,2.833213,0,32,149
50,8,3.816984,4.043051,33,8.5,13
27,16,2.474832,3.332205,48,16,16
75,8,1.939711,3.332205,0,31,130
69,12,2.068965,1.098612,16.382,15.5,61
80,15,2.897352,3.806663,25,8,9
31,12,2.374285,4.276666,2.405,45,58
65,7,3.291381,3.044522,0,2,167
32,11,3.046716,2.772589,4.506,9,21
41,11,3.928189,2.772589,0.125,46,157
29,9,2.400332,1.386294,33,29,77
79,7,1.478406,4.219508,4,46,97
33,12,2.450517,0.6931472,0,29,127
63,2,2.515248,3.7612,99.999,24,146
47,11,2.120311,2.995732,27.527,19,188
57,12,2.979206,3.555348,0,43,175
35,NA,2.202926,3.526361,51,12,194
38,10,1.953437,1.098612,47,23,190
60,8,2.845922,4.060443,26.689,43.5,57
71,8,2.126399,2.639057,29.381,23,88
32,12,3.0414,3.218876,0,48,86
81,12,3.376642,3.044522,55,36,12
47,12,2.960956,3.496508,28,14,58
59,12,2.215328,4.174387,18,6,144
23,12,1.500558,4.553877,27.18,20,122
29,12,2.490605,3.610918,58,7,134
24,10,2.494906,4.219508,0,30,173
29,17,4.239786,3.951244,32.2,17,2
51,12,2.845922,4.248495,42,28,57
28,13,2.956562,4.158883,20,11,54
86,0,3.201801,2.995732,15.5,20,145
50,12,3.079316,2.397895,0,23,164
40,15,2.595513,3.828641,1.5,20,132
38,11,2.024451,4.204692,55,18,56
24,8,3.531141,2.397895,66,20,34
61,3,2.489139,3.401197,3.175,47,4
24,11,2.882158,2.197225,0,47,76
23,10,2.095534,4.077538,40,16,91
79,7,2.932229,3.713572,6,47,74
42,9,2.790181,2.484907,55,13,94
58,9,4.265596,3.526361,0,46,12
49,5,2.187547,0,43,21,123
76,8,2.338101,2.197225,37.5,40,145
21,10,1.711622,4.158883,99.999,21,56
39,9,3.946558,0,0,23,17
34,12,2.730713,2.302585,43,26,91
36,12,2.131941,1.791759,34,29,135
64,11,2.659404,3.871201,52,17,53
53,12,2.141868,2.639057,25,19,186
18,10,2.905167,4.317488,35.447,22,35
35,10,2.929996,1.791759,55,12,185
62,6,2.249291,2.397895,40,20,54
83,8,2.804546,2.079442,40.354,13,158
21,12,3.694468,2.079442,30,22,165
42,12,1.507601,4.382027,50,20,121
58,9,4.392753,3.555348,79.6,15,56
32,12,2.748418,3.401197,50,13,22
69,6,2.328156,3.637586,35,5,150
54,9,3.011784,2.70805,10,14,77
55,12,2.126797,4.077538,51,20,90
66,12,2.435933,3.044522,36,28,152
26,12,3.054896,2.079442,4.3,37,180
34,18,3.280167,1.098612,27,19,6
24,17,3.458247,3.465736,61,40,53
46,15,3.00269,3.091043,0,46,194
48,14,3.107783,2.833213,60.78,34,158
28,16,2.677138,2.302585,45,32.5,188
58,13,2.996944,3.637586,42,20.5,61
66,16,2.328156,0,13,3,150
47,16,1.756582,2.70805,14,8,135
42,12,2.728378,3.610918,46.413,29,120
47,14,2.787385,2.890372,38,11,42
51,16,1.685931,3.583519,25,19.5,131
57,18,3.011955,2.302585,40,24,20
59,12,2.299189,1.386294,13.5,29,68
36,18,2.659738,3.135494,10,11,175
52,16,2.093181,3.178054,33,13,73
32,17,2.566195,1.386294,39,12,58
77,12,2.96933,2.995732,33.613,24,182
45,16,3.071091,2.56495,30,26,133
68,8,2.363389,2.397895,26.695,4,175
60,12,3.416687,4.454347,19,10,52
64,9,2.143214,3.496508,38,21,190
66,8,2.964158,2.397895,0,29,17
39,12,2.185813,1.609438,0,36.5,66
64,12,3.081337,2.70805,19,28,3
53,20,3.146316,2.944439,0,43,11
59,12,2.948876,3.367296,30,12,163
42,13,3.237354,3.610918,23,7,2
77,12,1.796432,2.56495,50,21,125
84,NA,1.910024,4.343805,80,30,121
80,8,2.863573,2.484907,0,43,46
36,15,2.561058,4.143135,0,38,171
35,12,2.352258,3.295837,0,31,177
38,11,2.650303,3.912023,38,16,154
34,16,2.979991,2.944439,32,7,173
59,12,2.935312,2.890372,44.56,39.5,152
29,12,3.570628,3.663562,29,25,12
30,12,2.174819,3.044522,29,28,187
20,12,2.014607,3.583519,24,8,28
39,12,2.573162,3.295837,38,31,109
53,12,2.963176,3.218876,32,25,152
49,14,4.115587,3.258096,22,11,14
23,14,3.738571,2.397895,45,43,162
65,8,3.311067,1.791759,20,41,153
NA,12,2.130956,3.555348,0,20,142
58,8,1.16925,4.234107,40,17,84
88,16,2.216546,2.944439,56,13,81
23,15,2.450517,3.332205,25,30,127
48,10,3.302314,4.077538,0,36,17
31,12,3.503362,3.663562,0,46,14
22,13,3.143468,3.091043,25,32,194
39,14,3.9635,0.6931472,25,12,142
23,15,3.079316,2.079442,0,10,164
49,12,2.416384,2.484907,20,11,61
41,12,2.247583,3.135494,47.721,35,97
25,12,2.30684,2.995732,0,45,79
20,13,3.513952,3.7612,38,29,15
72,5,2.506096,2.944439,27.664,7,139
21,10,1.79838,3.713572,46,37,135
29,12,2.14851,3.496508,50,34,121
33,14,2.402146,1.609438,70,4,118
66,10,3.056067,3.912023,39,13,156
45,12,3.701886,1.098612,50,23,2
46,12,4.160624,3.89182,0,38,9
36,14,1.756582,1.609438,28,12,135
64,12,3.288868,3.610918,9,13,49
30,12,2.656173,2.70805,20,24,68
77,14,2.197999,4.330733,15,3,121
59,7,2.777781,1.098612,26,16,133
56,12,2.972106,3.218876,22,45,20
78,8,1.631415,2.302585,12,26,69
79,16,3.152955,4.094345,28.888,15,183
26,12,3.079316,3.637586,6,41,164
57,12,3.391868,2.302585,20,31,10
36,14,2.007213,3.496508,10.4,9.5,113
53,12,2.211571,3.465736,0,16,73
39,8,1.432708,1.791759,55,22,175
44,12,2.694245,3.401197,71,28,178
26,17,1.782188,1.098612,74,9,53
72,10,3.222902,3.988984,0,8,14
32,5,2.352258,2.772589,43,20,177
51,16,3.258981,1.791759,0,38,174
44,12,3.056067,3.044522,30,20,156
39,13,2.130956,3.091043,65,23,142
48,10,2.907607,3.218876,52,13,193
30,6,2.08406,1.609438,6.22,40,121
22,14,3.850466,3.091043,50,11,32
50,10,3.199066,3.555348,0,36,3
35,12,2.845683,1.94591,27,36.5,102
78,8,2.446824,2.302585,0,45,189
21,14,2.498517,3.091043,35,19,187
35,7,2.736819,3.258096,21,25,53
34,12,2.60798,2.833213,34.5,32,90
34,12,2.565105,4.248495,60,22,74
34,16,4.025874,3.258096,0,29.5,162
31,12,3.019954,3.218876,12,40,24
27,14,2.95013,2.639057,0,18,160
61,9,1.344523,1.791759,13,3.5,78
58,16,2.357179,3.178054,1.6,19.5,190
37,6,3.531141,3.433987,21,17,34
50,9,2.940999,3.178054,34,31,138
29,14,3.005793,3.78419,42,24,42
58,12,1.726272,3.433987,0,38,135
26,18,1.966589,4.060443,0,48.5,88
61,9,1.41913,4.304065,25,22,81
69,12,2.534616,4.29046,0,21,178
26,16,2.57274,1.609438,0,19,183
62,8,2.43586,1.94591,45,30.5,123
47,13,2.102789,2.890372,77.245,22,194
25,12,2.330218,2.772589,49,17,191
64,12,2.187625,3.663562,60,38,59
78,12,2.259457,3.401197,80.6,13,175
27,12,3.296762,2.639057,47.4,25,165
71,3,1.726272,2.944439,0,13,135
39,12,2.653523,3.931826,20,16,40
39,13,1.599009,4.276666,40,18,90
58,11,2.442598,2.484907,34,24,183
29,12,2.537005,3.135494,42,15,88
30,14,2.569718,3.367296,90,15,163
26,12,2.170957,3.688879,65,40,80
37,12,3.300938,2.484907,60,34,163
70,12,3.198883,4.234107,17.5,22,19
67,11,3.033347,2.56495,52,18,178
57,16,2.809855,2.70805,74,22,91
67,8,1.882529,1.609438,56,34,65
57,14,2.873462,2.639057,54,22,34
28,12,2.88723,2.197225,60,16,120
20,12,2.306527,2.70805,13,27,141
57,13,2.2458,3.258096,35,15,128
20,12,2.176897,2.833213,80,18,189
19,10,2.174919,2.70805,25,21,77
32,18,3.006243,1.609438,0,6,121
39,10,2.631239,3.637586,29,22,131
40,NA,2.327596,3.555348,11.593,3,182
26,16,2.982741,3.610918,0,18,28
24,16,2.725361,3.044522,99.999,11,152
23,16,2.911431,3.850147,38,10,23
52,16,2.274835,2.833213,60.9,43,167
39,14,2.982288,4.127134,37,16,86
62,12,2.974142,4.330733,6.3,44,20
37,16,1.898641,3.713572,22,8.5,190
51,12,2.930332,3.555348,66,31,157
29,10,2.610821,2.70805,4,8,65
36,14,3.306392,2.70805,29,26,4
42,12,1.862209,3.583519,40,28,82
28,11,2.450517,3.401197,25,22,127
40,13,2.728742,2.890372,65,17,191
37,12,2.188887,3.433987,36,19,50
27,12,3.4671,1.609438,37,10,42
34,16,2.843747,3.295837,34,7,75
33,12,2.519547,0,30,12,194
31,12,2.534598,3.433987,38,11,110
34,12,4.45414,3.688879,0,41,33
40,14,4.025874,2.484907,50.938,7,162
53,11,2.075256,2.995732,42,6,39
40,17,2.269593,2.639057,75,28,73
19,11,2.396381,2.833213,30,18,25
32,12,2.134541,3.637586,0,20,115
68,7,2.884226,3.218876,0,51,55
49,12,3.072419,3.135494,0,28,55
37,14,3.082159,3.871201,20,44,181
20,13,3.072557,2.397895,60,24,103
66,9,3.537193,3.401197,27,26,11
19,12,2.063041,2.484907,41,20,153
57,9,2.811649,1.098612,50,26,139
28,12,3.054896,2.484907,48,33,180
30,13,2.9024,2.70805,15,9,65
32,14,2.001329,2.833213,27.174,11,52
26,16,3.072605,3.73767,35,29,167
32,13,2.540375,3.526361,0,39,44
28,16,4.637401,3.637586,52,12,10
27,14,2.200832,4.248495,70,37,106
29,12,1.704153,0,39,39,192
31,18,2.004914,2.890372,60.9,33,160
60,10,2.190405,3.951244,0,19,79
24,16,2.789176,0,34,14,178
58,12,2.597545,3.465736,0,45,180
48,19,3.557559,4.127134,43,27,148
27,12,2.607277,2.833213,31,13,186
28,12,2.912148,3.871201,24,37,139
21,14,3.016313,2.302585,29,32,51
26,9,1.87946,2.890372,8,31.5,100
80,10,2.451139,3.583519,16.8,13,190
19,11,1.97661,3.912023,0,35,143
40,12,2.650611,4.204692,24,7,159
38,16,2.36095,0.6931472,40,14,77
63,12,2.876443,3.218876,25.429,0,44
46,12,1.990984,3.555348,0,10,95
23,11,4.874771,4.41884,33,10,7
23,12,2.363552,2.944439,99.999,25,124
28,12,2.34189,2.56495,9.737,2.5,82
77,7,2.677604,4.330733,40,36,93
25,8,2.643128,2.56495,14.602,10,56
27,10,2.994701,3.688879,9.094,3,138
41,9,3.127824,3.78419,50,41,19
78,16,3.350081,3.7612,26,9,1
81,12,2.276547,2.639057,30,13,84
52,13,2.51531,2.70805,0,47,183
76,12,2.506067,3.433987,61,28,145
70,13,1.858033,3.610918,15,46,188
75,16,2.741024,4.158883,20,11,51
30,14,2.09168,3.988984,16,32,179
31,12,2.672461,2.302585,0,22,191
65,8,2.358766,2.944439,26,35,70
41,12,1.902467,2.944439,25,37,184
40,12,2.387854,3.663562,0,47,52
65,9,3.617605,3.401197,25,4,19
36,12,2.645176,0,43,26,163
45,9,3.629878,2.70805,30,8,33
26,12,2.122623,4.143135,55,16,95
39,12,2.820741,3.555348,37,42,24
77,8,2.926587,2.772589,3.25,12,10
19,10,2.840973,4.204692,42,12,49
28,10,2.914217,4.043051,28,12,175
42,12,1.730913,2.197225,38,32,1
38,8,3.198883,2.944439,36.6,29,19
26,13,2.755748,4.060443,30,18.5,38
23,12,2.433702,4.442651,45,16,23
29,10,2.842924,2.890372,41,37,15
18,11,2.27149,4.174387,13.8,11,128
59,12,3.47224,4.043051,26,18,2
35,18,2.40226,2.079442,0,44,81
32,16,2.040926,4.025352,28,17,188
37,12,3.198883,3.295837,14,27,19
84,8,2.65226,2.079442,63,28,115
43,16,2.2458,3.367296,58,20,128
63,12,2.344733,3.295837,99.999,31,181
34,16,2.536535,3.526361,39,12,98
67,5,3.223552,2.772589,35,24,151
44,16,3.233432,3.258096,25,20,148
52,20,2.965762,3.828641,41,29,37
60,16,2.328027,4.29046,55,30,145
65,13,3.016313,2.833213,16,3,51
30,11,3.246789,4.077538,0,43,36
22,13,2.266685,3.610918,4,11,188
65,12,2.603311,4.110874,25,27,166
56,12,2.33847,2.833213,30,34,121
30,19,2.278752,3.806663,44,33,92
28,19,2.371887,4.189655,45,36,162
21,12,2.610429,1.94591,38,24,120
38,16,2.998354,1.386294,10,21.5,26
57,13,3.850466,3.73767,37.5,38,32
37,12,3.281689,3.555348,39.9,13,149
60,20,2.849409,0,14.175,9,23
56,12,3.029242,3.78419,18.785,13,32
32,12,2.443197,2.197225,24.84,9,133
28,14,3.108381,3.218876,63,14,161
38,13,1.915368,3.332205,0,46,105
28,12,2.446824,4.060443,45,18,189
33,15,3.019214,2.995732,21.154,7,144
42,20,2.169382,4.043051,50.876,11,103
31,12,2.806748,0,0,34,166
50,12,2.19993,3.637586,34,16,106
NA,12,3.985967,3.295837,32.8,13,16
32,13,2.663004,3.663562,44,24.5,188
32,12,2.578538,3.610918,40,14,107
40,14,1.7588,3.526361,33,18,5
29,16,3.413785,3.295837,38,41,34
32,12,2.76574,3.091043,0,46.5,156
56,17,2.938873,3.465736,33,20,29
34,19,2.331547,2.302585,40,16,150
33,14,2.907607,4.219508,46.5,13,193
74,14,2.213588,3.828641,18,39.5,117
20,12,2.657378,1.386294,22,12,139
68,5,2.232225,4.094345,28,16,169
36,12,1.44401,3.367296,18.123,31,135
86,NA,3.029242,4.29046,30,16,32
33,14,2.83008,3.951244,16,9,178
58,16,2.872406,4.060443,23,17,52
59,10,2.327128,4.454347,45,9,112
25,4,3.046801,3.135494,0,10,50
31,13,2.503829,2.639057,0,42,113
57,13,2.672259,2.833213,21,23,91
28,14,2.163955,4.127134,0,31,182
26,15,1.074441,4.330733,45,6,81
33,16,1.953437,1.609438,26,12,190
86,0,2.858434,2.56495,0,40,158
76,8,1.613575,3.871201,18,12,160
51,9,1.705181,4.158883,0,41,79
30,16,2.038616,3.688879,50,31,84
25,12,2.372347,2.302585,44,22,172
30,14,2.378572,1.386294,37,20,144
26,7,3.245154,2.70805,10,14,37
75,6,2.806748,3.218876,92,16,166
28,13,2.616639,3.178054,30,17,150
27,17,3.928189,2.639057,13.2,10,157
32,12,3.624618,2.639057,6.693,2,24
22,12,3.133916,3.688879,30,7.5,1
54,12,2.014607,1.098612,32,7,28
38,15,2.302537,2.944439,27,15,106
27,11,2.827019,4.382027,0,9,50
26,13,2.43586,2.56495,90,25,123
34,12,2.007179,3.465736,55,22,143
39,12,2.588372,2.197225,22.4,37,21
24,9,2.47243,1.609438,15.1,21,138
37,12,1.985453,3.89182,37.5,40,37
31,12,2.339453,4.143135,0,49,111
45,8,4.448475,0,40.5,27,8
27,12,2.219337,3.828641,20,19.5,34
40,12,2.485947,1.609438,69.8,20,32
33,14,2.511516,2.302585,55.887,35,98
34,6,2.402146,3.367296,30,36,118
39,12,2.309969,2.079442,40.761,32,132
36,12,3.454158,3.663562,8.4,35,154
27,12,3.100246,3.555348,50,9,141
31,12,3.928189,3.73767,2,35,157
29,12,3.903536,3.044522,14.163,33,12
53,8,2.131941,1.386294,46,37,135
40,16,2.179381,4.29046,38,41,94
61,7,2.946708,3.850147,23,15,42
62,4,2.305768,2.397895,0,2.5,39
22,11,2.789176,3.178054,10.4,11.5,178
26,10,2.999762,3.663562,20,20,175
34,14,2.515126,3.970292,0,35,151
29,14,2.746183,3.713572,12.4,6.5,75
35,13,1.240895,3.988984,32.5,14,97
25,16,2.461287,3.218876,16,42.5,192
38,10,3.149461,3.970292,13,42,176
52,11,1.818099,4.110874,5,41,158
22,12,2.810083,3.912023,30,32,41
26,16,1.451969,3.465736,17.338,10,72
19,12,2.666179,3.496508,26,16.5,6
31,16,1.365539,4.26268,71,12,26
28,12,2.793564,2.197225,45,25,156
33,9,1.877061,2.944439,3,36,62
60,14,2.485947,1.94591,42,43,32
56,14,2.908342,3.091043,15,32,40
52,18,2.393675,3.89182,22.5,16,153
57,14,2.728453,1.609438,43,39,142
73,10,2.496172,1.609438,16,44,119
54,12,2.715886,2.772589,25,23,73
29,16,3.584529,2.833213,12.7,3,11
23,12,1.344435,1.791759,10.5,6,131
24,13,4.35397,2.995732,14,4,15
68,10,2.702326,3.496508,11.44,4.5,154
49,7,2.2788,3.951244,24,23,172
22,13,2.404352,1.609438,42,21,107
30,16,3.130922,3.73767,31.2,34,157
54,8,2.768278,0,38,40.5,135
34,8,2.140558,4.369448,27.982,10,188
57,8,2.638533,4.248495,99.999,18,149
46,8,2.744717,2.995732,20.8,18,95
64,11,3.584529,3.583519,21,5,11
38,8,3.093106,2.70805,14,23,149
42,13,2.982741,3.465736,0,31.5,28
26,10,3.395326,4.110874,24,11,47
32,11,1.85687,1.386294,8,43,84
31,9,2.925509,3.496508,0,46,94
59,12,1.709617,3.89182,2.5,22,135
43,12,3.149461,4.060443,0,25,176
52,12,3.067027,4.174387,28,20,14
29,5,2.887888,3.73767,20.4,21,81
31,15,2.803235,1.791759,0,23,142
29,15,2.071198,3.401197,30,21,81
39,9,3.153258,4.060443,0,16,166
62,12,2.588198,2.772589,18,2,95
65,13,3.139358,3.218876,65,20,138
64,19,2.992687,2.772589,21,14,142
53,NA,2.826166,1.94591,58,15,150
53,8,2.956562,3.332205,42,38,54
29,12,1.892989,3.218876,65,20,81
33,10,2.486581,3.091043,34,20,43
20,12,2.451139,3.465736,0,14,190
65,12,1.882529,3.367296,42,12,65
65,4,2.816685,1.94591,55,5,31
22,10,3.015655,2.197225,44.98,17,77
32,13,3.223552,2.397895,45,35.5,151
29,13,2.485947,3.73767,51.994,19,32
57,11,2.860753,2.197225,45,36,141
34,16,2.142203,3.295837,30,29,40
32,12,2.176897,2.639057,38.5,26,189
23,14,1.896357,2.772589,99.999,38,89
28,20,1.503182,2.772589,34,16,164
57,11,2.093517,3.178054,38,33,158
23,14,3.785302,3.688879,27.5,25,8
31,12,2.482174,2.639057,13,6,113
43,13,2.963176,4.356709,28,21,152
21,13,1.969128,2.772589,0.25,20,57
49,10,3.314666,3.295837,50,20,75
57,6,3.020125,2.833213,46,32,118
24,8,3.109896,3.218876,40,14,27
31,18,2.757414,3.091043,23.8,6,175
22,12,1.896855,3.73767,15,12,82
24,16,2.014364,2.639057,23.2,4,131
23,15,1.867976,3.401197,0,22,109
31,12,2.767585,2.197225,12,13,103
56,12,2.049021,3.951244,0,43,17
27,12,2.565996,3.89182,32,33,26
65,8,2.737865,4.007333,1.3,38,184
53,12,3.287408,1.94591,48,28,134
60,17,3.181222,3.806663,40,26,180
32,19,2.317333,3.044522,46,28,164
25,18,2.778728,1.791759,0,14,71
41,8,2.250329,4.127134,5.618,20,25
39,12,3.798653,4.007333,1.2,32,13
31,12,3.821746,3.496508,55,15,11
58,10,2.320338,3.73767,48,19,164
74,10,2.685621,4.025352,35,21,179
85,8,2.177855,3.912023,25.766,25,176
27,18,2.432122,2.70805,35,28,65
24,16,3.166197,4.143135,0,18,12
74,8,4.191426,4.143135,19,27,8
21,12,2.980702,2.833213,12,33,156
66,10,3.289428,1.791759,35,12,151
26,9,3.013706,1.386294,18,34,57
48,1,2.925391,2.833213,50,8,31
24,12,2.057487,3.433987,35,9,39
31,11,2.497891,3.89182,48,17,146
25,17,2.610429,2.70805,34,17,120
20,11,1.565735,3.583519,0,15,22
48,7,2.306731,2.484907,54,21.5,116
61,12,2.973563,3.332205,42.5,23,22
72,5,2.650902,2.833213,0,4,24
66,10,2.157349,2.484907,0,21,108
20,12,2.830797,1.609438,25,11,183
89,7,4.115478,3.931826,18.5,16,9
75,13,1.947165,2.944439,39,22,189
47,10,2.498737,3.970292,19.623,13,43
37,12,2.516789,3.332205,0,38,52
26,17,2.359921,2.70805,8,3,66
31,14,3.297232,3.951244,23,39,148
50,16,2.203835,2.302585,46,28,119
21,11,3.621933,1.94591,49,25,165
21,14,2.418089,3.218876,50,17,125
27,15,2.712968,4.26268,42,24,175
26,14,3.226726,3.713572,43,23,25
23,16,2.605492,3.828641,30,2,176
24,16,2.929383,2.302585,20.2,17,74
NA,NA,3.442811,3.401197,0,14,152
70,12,2.797424,3.610918,45,16,28
53,12,1.832324,3.401197,33,27,177
89,12,2.36216,1.609438,25,10,92
27,12,3.24364,2.995732,31.836,31,66
22,10,2.055658,3.218876,37,22.5,143
20,9,2.645815,2.833213,0,36,153
35,12,2.617447,4.343805,48,14,7
40,17,3.432331,3.367296,45,24,6
19,10,1.709617,3.871201,75,37,135
18,11,2.854487,2.890372,28.7,30,107
79,9,1.84729,1.94591,11,11,115
32,16,2.436055,3.367296,50,26,39
63,12,2.042004,4.077538,25,16,123
43,18,1.984372,0,0,22,100
27,13,2.147995,4.204692,0,35,141
30,12,2.74756,3.091043,13,23,116
21,12,3.741352,2.639057,12,4,154
27,14,3.396392,1.94591,18,22,168
76,8,2.82687,1.94591,20,8,136
68,8,2.270495,3.526361,9.676,12,120
26,12,1.751277,3.583519,35,31,135
31,14,1.8723,3.091043,43,14,86
34,16,1.587533,1.94591,30,22,142
22,16,3.785302,4.189655,0,21,8
76,12,2.982741,4.234107,32,37.5,28
47,16,3.724682,1.94591,3.6,20,57
53,14,1.773967,3.7612,0.6,6,149
70,18,2.142101,2.890372,25,28,190
36,20,3.045177,0.6931472,40,27,32
78,19,1.054123,0,34,14,121
43,12,2.452515,2.56495,10,18,82
30,16,2.307847,1.098612,80,19,162
73,12,2.938001,4.234107,50,15,8
44,13,2.344783,4.043051,33,10,9
57,13,1.984715,1.098612,44.13,41,59
25,14,3.725463,1.94591,30,35,160
39,12,2.679197,1.098612,61,19,112
49,12,2.803235,3.367296,13,21,142
28,13,2.123016,3.7612,0,13,39
42,12,2.25318,3.7612,42,26,120
38,15,2.299715,0,39.3,22,153
27,16,2.176897,3.912023,22,26,189
35,18,2.535583,1.94591,20.4,15,74
33,18,2.670584,4.41884,21,14,170
43,14,3.452423,1.609438,1.7,4,50
39,12,2.700859,3.871201,27.5,12,116
35,15,2.019052,4.158883,0,18.5,22
42,14,3.631037,1.94591,0,37,163
58,15,2.000543,1.098612,11.8,32,110
36,18,2.764289,0.6931472,0,46.5,3
35,12,2.042004,4.143135,0,45,123
35,13,2.240485,2.70805,35,17,37
20,12,1.607509,4.343805,0,44,82
23,16,3.469304,4.174387,58,11,36
29,19,3.050208,3.7612,27,24,32
83,12,3.946445,4.204692,17,13,19
53,10,2.686566,3.988984,39,10,70
30,14,2.398741,3.713572,46,26,131
50,11,1.751277,2.079442,26.7,21,135
71,10,2.917885,0,46.5,21,45
26,12,2.961763,3.610918,35.4,30,22
24,12,2.197027,1.94591,13,26,56
60,12,2.088787,4.094345,18.5,32.5,101
24,14,2.912825,4.110874,0,45,144
64,13,3.003329,3.295837,9.6,7,166
57,12,2.778741,3.218876,22,14,133
38,11,2.468875,3.89182,4.76,34,21
59,8,2.938069,3.73767,17.5,5,31
73,16,2.010067,0,35,41,147
41,12,2.464828,0,30,16,183
41,12,1.91116,2.772589,25,13,43
66,10,2.443698,0,50,13,88
29,13,2.818096,3.178054,0,29.5,3
23,12,2.887249,3.091043,26,15,137
NA,10,3.137314,1.791759,10.5,41,15
44,19,1.527169,1.386294,22.5,29,175
23,13,1.562678,1.098612,0,43.5,135
67,11,2.577157,1.386294,8,13,32
53,11,3.13229,3.401197,0,11,3
51,9,2.124978,4.189655,41.082,22,111
72,10,3.385587,3.610918,0,31,80
26,16,1.497831,2.197225,15.6,8,171
54,16,2.426072,2.890372,0,26,91
49,12,3.318207,3.433987,49.8,42.5,1
57,14,2.827368,3.218876,29,31,194
41,13,4.236815,4.234107,40,21,17
58,12,2.176897,2.197225,36,11,189
49,12,2.548684,3.135494,33,12,86
68,14,2.873462,2.197225,24,33,34
44,14,3.059017,2.079442,13.395,21,116
29,12,2.793564,2.944439,6.702,18,156
62,11,2.100148,1.94591,0,8,77
65,8,3.271121,2.995732,18,38,51
58,15,1.911659,3.496508,24,5.5,177
50,16,1.906943,3.258096,17,2,176
45,12,3.723614,3.713572,0,23,35
69,12,2.427716,3.258096,37,26,100
62,12,2.208182,3.135494,45,5,81
68,8,1.906943,2.944439,20,11,176
37,13,1.25765,3.610918,30,24,93
49,12,3.337919,3.970292,38,14,28
54,8,4.30625,4.26268,31.5,13,5
55,12,2.762558,0,0,42,189
45,14,3.396598,3.871201,0,36,34
50,10,2.663427,2.302585,20.9,17.5,34
30,12,2.345386,3.663562,8.969,24,71
21,12,3.958092,2.639057,0,19,7
57,14,2.749912,3.713572,0,14,12
40,12,1.956678,3.496508,14.4,17,92
34,17,3.558943,3.663562,24.738,22,168
41,16,1.436853,2.56495,22,26,151
33,15,2.25148,3.526361,24,32,189
48,20,2.341832,3.433987,18,6,167
38,16,3.352942,1.94591,30,11,14
52,10,2.496151,4.110874,34,15,139
21,12,2.917885,2.772589,25,12,45
43,8,3.859837,3.295837,0,27,2
29,9,1.950271,4.219508,32,18,173
60,15,2.52816,3.367296,40,8,101
25,12,2.656357,4.094345,26,14,152
66,12,2.603401,4.465908,28,9,143
26,12,2.26123,1.94591,45,21,107
31,12,3.008135,3.258096,20,14,175
41,9,2.559674,2.639057,26,40,176
40,8,2.451139,2.302585,45,20,190
55,11,2.57995,2.302585,68,17,103
47,12,2.925084,2.484907,28,16,180
65,10,2.397015,2.302585,36.5,24,89
23,11,3.531141,3.637586,26,9,34
29,11,1.77023,3.135494,6,13,22
60,9,3.34699,3.583519,38.08,21,35
53,10,2.350183,2.484907,28,18,179
60,16,2.443698,3.218876,0,36,88
61,10,3.623162,3.526361,33.643,27,10
