Input1,Input2,Input3,Output
1599,245,8577,1997.03
1461,298,9859,1998.03
1430,347,11494,1999.03
567,373,10661,2000.03
3563,409,4595,2001.03
4670,457,-1742,2002.03
4107,523,-2876,2003.03
2551,574,-2407,2004.03
444,612,-169,2005.03
-2361,624,3011,2006.03
-664,625,4376,2007.03
226,638,4972,2008.03
-476,772,8457,2009.03
4512,879,10030,2010.03
4668,993,9084,2011.03
3300,1093,-30,2012.03
1513,1218,271,2013.03
3748,1396,241,2014.03
2088,1343,-383,2015.03
2626,1339,-1712,2016.03
2356,1335,-2337,2017.03
3227,1380,-1855,2018.03
61,1520,-7,2019.03
6990,1565,3014,1972.03
8080,1703,3452,1973.03
9361,1815,3814,1974.03
10203,1800,3098,1975.03
11506,1813,951,1976.03
13972,1863,1330,1977.03
15667,1854,2644,1978.03
17810,1928,3031,1979.03
20546,2098,5722,1980.03
23988,2159,6983,1981.03
29028,2192,8237,1982.03
33426,14,9574,1983.03
37253,18,11190,1984.03
42244,23,10447,1985.03
48779,31,4676,1986.03
57953,46,-1835,1987.03
65167,58,-2676,1988.03
70628,70,-2043,1989.03
74635,79,-12,1990.03
76167,93,3059,1991.03
75986,108,4570,1992.03
78309,133,5084,1993.03
84460,161,8498,1994.03
90337,168,10066,1995.03
96236,224,9075,1996.03
101101,310,-120,1997.03
104815,415,-76,1998.03
106826,436,-58,1999.03
113229,501,-97,2000.03
119839,560,-204,2001.03
128712,564,-197,2002.03
135181,576,-261,2003.03
144502,559,-166,2004.03
154559,557,-81,2005.03
162937,559,-129,2006.03
172112,607,-2,2007.03
186852,596,86,2008.03
189632,598,300,2009.03
194282,623,392,2010.03
203482,639,336,2011.03
213301,656,435,2012.03
217540,693,347,2013.03
232719,722,414,2014.03
242198,727,340,2015.03
254484,769,285,2016.03
270388,804,304,2017.03
289104,852,214,2018.03
300994,872,-81,2019.03
-135,984,93,1972.03
-208,1110,-199,1973.03
-160,1143,-364,1974.03
-93,1120,-157,1975.03
-118,1120,-48,1976.03
-9,1166,-194,1977.03
-24,1237,-113,1978.03
-79,1352,-41,1979.03
149,1468,-37,1980.03
98,1566,9,1981.03
299,67,-78,1982.03
-248,76,-2,1983.03
-265,87,-86,1984.03
-460,107,-49,1985.03
-530,151,125,1986.03
0,185,268,1987.03
61,223,130,1988.03
-492,256,292,1989.03
-423,301,384,1990.03
-40,330,481,1991.03
-19,394,235,1992.03
26,467,231,1993.03
115,488,25,1994.03
262,532,214,1995.03
0,618,543,1996.03
0,745,387,1997.03
0,833,405,1998.03
0,895,437,1999.03
0,998,221,2000.03
0,1074,415,2001.03
0,1125,-981,2002.03
0,1118,2093,2003.03
0,1176,-1546,2004.03
0,1280,-820,2005.03
0,1431,-4669,2006.03
0,1563,-3287,2007.03
0,1626,-3039,2008.03
0,1642,-5093,2009.03
0,1675,-3719,2010.03
0,1872,-259,2011.03
0,1991,-2040,2012.03
0,2158,1636,2013.03
0,2327,2698,2014.03
0,2605,3196,2015.03
0,2904,809,2016.03
0,3223,498,2017.03
0,3375,-1325,2018.03
2441,3542,-797,2019.03
6935,3633,-196,1972.03
7840,3496,-302,1973.03
9347,3472,-566,1974.03
11447,3426,3166,1975.03
12294,3625,5781,1976.03
14332,3796,2764,1977.03
15918,4193,1618,1978.03
17678,4555,2578,1979.03
20867,5074,4057,1980.03
24249,52,7943,1981.03
29916,58,12738,1982.03
34412,65,11617,1983.03
37688,78,12398,1984.03
43322,106,13460,1985.03
49810,131,2832,1986.03
57661,161,5615,1987.03
63706,189,6700,1988.03
67835,231,7948,1989.03
74099,274,5872,1990.03
75470,343,8128,1991.03
73185,407,6228,1992.03
75842,433,6669,1993.03
81371,485,8135,1994.03
87853,575,10801,1995.03
94433,725,2932,1996.03
99502,842,554,1997.03
103354,897,25,1998.03
105396,975,-768,1999.03
112662,1044,2544,2000.03
116275,1090,-60,2001.03
124042,1127,-4692,2002.03
131075,1210,-8649,2003.03
141952,1355,-8706,2004.03
154116,1492,-15009,2005.03
165298,1602,-9811,2006.03
172776,1668,1348,2007.03
186626,1725,6390,2008.03
190108,1772,-6190,2009.03
189770,1867,-4574,2010.03
198814,1948,-3447,2011.03
210001,2062,-4394,2012.03
216027,2276,-2325,2013.03
228971,2560,-2892,2014.03
240110,2814,-6592,2015.03
251858,3048,5049,2016.03
268032,3285,809,2017.03
285876,3473,356,2018.03
300933,3531,-268,2019.03
64,3604,411,1972.03
63,3685,-114,1973.03
70,3845,-297,1974.03
84,4088,-661,1975.03
95,4392,-1153,1976.03
121,4731,-315,1977.03
130,5124,-201,1978.03
151,5535,-821,1979.03
181,26,-750,1980.03
220,32,-910,1981.03
291,39,682,1982.03
319,48,1190,1983.03
318,60,678,1984.03
353,72,598,1985.03
415,82,348,1986.03
543,93,1600,1987.03
632,108,-687,1988.03
688,127,-1172,1989.03
778,153,668,1990.03
878,173,-138,1991.03
948,179,-101,1992.03
943,214,790,1993.03
982,271,-237,1994.03
1020,340,-315,1995.03
1023,383,102,1996.03
1173,420,104,1997.03
1338,453,-116,1998.03
1573,479,-471,1999.03
1563,505,148,2000.03
1695,534,-266,2001.03
1774,551,-341,2002.03
1773,576,16,2003.03
1814,610,528,2004.03
1953,659,-359,2005.03
1996,693,309,2006.03
2094,772,-24,2007.03
2346,803,240,2008.03
2764,905,2441,2009.03
2838,957,717,2010.03
2650,1002,682,2011.03
2746,1058,4112,2012.03
2539,1138,1842,2013.03
2710,1219,-1620,2014.03
2806,1350,-4119,2015.03
2821,1423,-3242,2016.03
2945,1600,-8613,2017.03
3083,1679,-7097,2018.03
3237,1682,5650,2019.03
4182,1694,4119,1972.03
4733,1727,-3705,1973.03
5440,1770,-3113,1974.03
6174,1864,-2729,1975.03
7062,2006,-3120,1976.03
8121,2097,572,1977.03
9105,2190,414,1978.03
10273,5,-1734,1979.03
11971,6,-1577,1980.03
14135,7,-1420,1981.03
16587,10,-1672,1982.03
18961,14,-982,1983.03
20677,17,-1931,1984.03
23460,19,-2657,1985.03
27734,21,-2573,1986.03
32296,24,-3569,1987.03
36869,26,-4284,1988.03
40016,30,-6058,1989.03
42766,34,-2427,1990.03
44965,36,-3067,1991.03
44707,44,2867,1992.03
45506,57,-1329,1993.03
47442,72,-2140,1994.03
51160,75,-1743,1995.03
54478,75,-2407,1996.03
58113,77,-2972,1997.03
60337,79,-4117,1998.03
62847,81,-6695,1999.03
65231,84,-93,2000.03
67694,86,-104,2001.03
70977,92,-44,2002.03
75898,99,-62,2003.03
80983,107,53,2004.03
86703,137,80,2005.03
92640,146,35,2006.03
98232,156,15,2007.03
103630,160,-129,2008.03
106863,172,-126,2009.03
110314,172,30,2010.03
115248,166,57,2011.03
121947,172,7,2012.03
125835,179,20,2013.03
131421,196,339,2014.03
136376,218,-182,2015.03
142861,252,-72,2016.03
153084,275,-164,2017.03
161970,285,154,2018.03
170177,289,261,2019.03
876,295,-2180,1972.03
996,300,-4854,1973.03
1149,317,-421,1974.03
1407,333,1233,1975.03
1700,350,-749,1976.03
1968,369,-383,1977.03
2362,9,-311,1978.03
2878,10,-649,1979.03
3291,11,-2202,1980.03
4064,14,578,1981.03
4859,19,1916,1982.03
5467,21,2566,1983.03
5761,25,3813,1984.03
6294,27,3264,1985.03
7368,30,3584,1986.03
8897,32,4199,1987.03
9976,38,2708,1988.03
10693,44,4692,1989.03
11454,45,3497,1990.03
12079,51,4261,1991.03
12213,62,-3867,1992.03
12695,70,-1453,1993.03
12909,73,-3301,1994.03
13039,75,-2450,1995.03
13865,79,-3399,1996.03
14497,86,-2639,1997.03
15321,89,-2322,1998.03
16490,91,-540,1999.03
17291,91,2254,2000.03
18131,88,2209,2001.03
19254,88,2434,2002.03
20054,86,1006,2003.03
21484,84,-105,2004.03
23309,87,-322,2005.03
25955,89,1899,2006.03
28022,96,1626,2007.03
30452,102,4354,2008.03
33202,106,4843,2009.03
34079,104,5865,2010.03
35360,105,7242,2011.03
36678,118,8595,2012.03
37290,126,7732,2013.03
38672,171,602,2014.03
40387,212,-5739,2015.03
41752,234,-14329,2016.03
43525,241,-8969,2017.03
45940,243,-5074,2018.03
49169,246,-1769,2019.03
137,259,226,1972.03
166,260,532,1973.03
184,277,2947,1974.03
243,285,4298,1975.03
285,298,3082,1976.03
306,20,-3848,1977.03
371,21,-1473,1978.03
445,23,-3242,1979.03
529,25,-2374,1980.03
645,36,-3320,1981.03
770,40,-2552,1982.03
881,49,-2128,1983.03
1000,55,-366,1984.03
1089,66,2457,1985.03
1251,77,2572,1986.03
1375,94,2746,1987.03
1468,114,1329,1988.03
1646,119,-23,1989.03
1757,137,-243,1990.03
1964,168,2174,1991.03
1990,194,1968,1992.03
2076,209,4442,1993.03
2088,232,5015,1994.03
2176,265,5987,1995.03
2304,281,7646,1996.03
2319,327,9304,1997.03
2324,358,8491,1998.03
2255,378,1686,1999.03
2272,393,-4825,2000.03
2350,409,-13571,2001.03
2495,430,-8471,2002.03
2602,473,-3897,2003.03
2804,586,-1033,2004.03
3074,635,929,2005.03
3287,760,930,2006.03
3560,780,3445,2007.03
3948,743,4613,2008.03
4276,697,3218,2009.03
4354,735,-18,2010.03
4701,812,19,2011.03
5037,881,-59,2012.03
4864,888,-76,2013.03
4959,986,-79,2014.03
5170,1009,-88,2015.03
5477,999,-194,2016.03
5701,1002,-175,2017.03
5972,1021,-203,2018.03
6349,1032,-363,2019.03
5259,1107,-312,1972.03
5957,1230,-324,1973.03
6844,1242,-82,1974.03
7908,1277,-79,1975.03
9142,17,-275,1976.03
10516,20,-343,1977.03
11968,23,-87,1978.03
13747,29,-172,1979.03
15971,39,-121,1980.03
19064,51,-405,1981.03
22506,64,-709,1982.03
25628,78,-759,1983.03
27756,99,-1084,1984.03
31197,121,-915,1985.03
36768,152,-757,1986.03
43110,179,-498,1987.03
48945,190,-1177,1988.03
53043,210,-736,1989.03
56755,243,-703,1990.03
59886,283,-398,1991.03
59857,313,-498,1992.03
61219,345,-314,1993.03
63420,368,-137,1994.03
67395,398,-318,1995.03
71670,416,-130,1996.03
76102,438,-329,1997.03
79320,465,-184,1998.03
83164,490,7,1999.03
86356,523,100,2000.03
89870,555,-27,2001.03
94500,602,158,2002.03
100326,651,184,2003.03
107085,692,343,2004.03
115040,753,591,2005.03
123878,770,36,2006.03
131909,795,-73,2007.03
140377,838,511,2008.03
147106,919,826,2009.03
151585,1001,472,2010.03
157960,1098,442,2011.03
166407,1155,567,2012.03
170527,1241,542,2013.03
177762,1309,666,2014.03
184739,1337,-3509,2015.03
192911,1396,-1033,2016.03
205255,1449,-3940,2017.03
216964,1503,-3517,2018.03
228932,1587,-8688,2019.03
98,1699,-8561,1972.03
-82,1786,-8775,1973.03
215,1863,-10841,1974.03
725,18,-9489,1975.03
-287,20,-6041,1976.03
59,22,-5625,1977.03
133,26,-1025,1978.03
-246,35,19823,1979.03
470,43,5814,1980.03
-33,49,-2711,1981.03
165,56,-5324,1982.03
248,64,-7073,1983.03
375,74,-9349,1984.03
1111,89,-9306,1985.03
-154,103,-10532,1986.03
588,107,-10452,1987.03
-413,116,3178,1988.03
-114,136,5784,1989.03
1289,155,2763,1990.03
-154,173,1611,1991.03
-88,187,2531,1992.03
624,191,4061,1993.03
1432,202,7937,1994.03
1166,216,12740,1995.03
1182,237,11617,1996.03
809,253,12397,1997.03
817,260,12327,1998.03
270,287,2815,1999.03
1537,313,-15624,2000.03
1419,328,5572,2001.03
1886,349,7949,2002.03
1094,376,5870,2003.03
1259,412,8091,2004.03
1644,444,5882,2005.03
1100,458,5211,2006.03
-265,478,7898,2007.03
1611,518,10820,2008.03
51,567,0,2009.03
-851,640,0,2010.03
862,689,0,2011.03
1268,745,0,2012.03
789,777,-88,2013.03
1844,790,-101,2014.03
1260,827,-137,2015.03
727,866,-167,2016.03
1475,881,-235,2017.03
2086,927,-267,2018.03
1042,995,-196,2019.03
1542,1026,-178,1972.03
1925,1063,-142,1973.03
2209,10,-145,1974.03
2085,12,-189,1975.03
2631,14,-260,1976.03
3726,17,-276,1977.03
4090,21,-322,1978.03
4724,27,-381,1979.03
5925,31,-413,1980.03
6938,34,0,1981.03
8190,39,0,1982.03
9202,43,0,1983.03
10508,50,0,1984.03
13292,56,-88,1985.03
14139,57,-101,1986.03
15437,62,-137,1987.03
17039,72,-167,1988.03
18371,85,-235,1989.03
19555,93,-267,1990.03
20373,108,-196,1991.03
22153,118,-178,1992.03
24434,134,-142,1993.03
25882,147,-145,1994.03
27885,160,-189,1995.03
28287,165,-260,1996.03
28661,174,-276,1997.03
29684,185,-322,1998.03
31639,194,-381,1999.03
35045,202,-413,2000.03
42837,215,0,2001.03
45604,227,0,2002.03
44403,252,0,2003.03
43119,279,0,2004.03
45662,311,0,2005.03
46087,336,0,2006.03
50928,366,0,2007.03
54645,402,0,2008.03
60759,419,0,2009.03
55832,425,0,2010.03
61559,455,0,2011.03
64749,477,0,2012.03
62766,493,0,2013.03
67076,533,0,2014.03
67861,542,0,2015.03
71040,561,0,2016.03
71763,562,0,2017.03
79455,580,0,2018.03
84083,597,0,2019.03
1487,600,0,1972.03
1685,8,35,1973.03
2195,9,49,1974.03
3329,11,64,1975.03
3420,15,93,1976.03
4086,21,77,1977.03
4341,26,76,1978.03
4592,30,87,1979.03
6246,32,49,1980.03
7199,37,2,1981.03
9077,42,2,1982.03
10188,49,1,1983.03
10943,57,1,1984.03
14369,61,1,1985.03
15169,69,2,1986.03
15145,84,2,1987.03
15579,101,2,1988.03
15578,104,89,1989.03
19019,102,103,1990.03
19676,104,139,1991.03
19352,105,169,1992.03
21967,107,238,1993.03
22794,108,270,1994.03
25401,108,198,1995.03
26485,112,180,1996.03
27062,121,144,1997.03
28223,143,146,1998.03
30209,156,189,1999.03
34479,162,260,2000.03
39273,170,276,2001.03
40934,190,322,2002.03
40296,202,381,2003.03
40569,206,413,2004.03
45218,213,468,2005.03
48447,227,35,2006.03
51592,242,49,2007.03
54419,267,64,2008.03
61235,287,93,2009.03
51320,326,77,2010.03
56891,344,76,2011.03
61448,358,87,2012.03
61253,382,49,2013.03
63328,400,2,2014.03
65774,415,2,2015.03
68414,430,1,2016.03
69408,454,1,2017.03
76228,469,1,2018.03
84022,488,2,2019.03
10272,777,2,1987.03
11444,889,2,1988.03
12339,1028,1,1989.03
13211,1278,2,1990.03
14043,1780,2,1991.03
14202,2154,2,1992.03
14770,2587,3,1993.03
14997,2911,3,1994.03
15215,3413,2,1995.03
16169,3837,2,1996.03
16816,4572,2,1997.03
17645,5309,0,1998.03
18745,5654,0,1999.03
19562,6417,0,2000.03
20481,7611,0,2001.03
21749,8808,0,2002.03
22656,9458,0,2003.03
24287,9884,0,2004.03
26383,10543,0,2005.03
29243,11294,0,2006.03
31582,11794,0,2007.03
34400,12250,0,2008.03
37478,12637,0,2009.03
38433,13121,0,2010.03
40061,13815,0,2011.03
41714,14516,0,2012.03
42153,14958,0,2013.03
43630,15673,0,2014.03
45557,16129,0,2015.03
47229,17574,0,2016.03
49226,18527,0,2017.03
51911,18920,0,2018.03
55518,19691,0,2019.03
543,21091,0,1987.03
632,22661,0,1988.03
688,24758,88,1989.03
778,26062,101,1990.03
878,28551,137,1991.03
948,29962,167,1992.03
943,29968,235,1993.03
982,30302,267,1994.03
1020,31020,196,1995.03
1023,31967,178,1996.03
1173,33383,142,1997.03
1338,35914,145,1998.03
1573,37895,189,1999.03
1563,39809,260,2000.03
1695,42403,276,2001.03
1774,13,322,2002.03
1773,15,381,2003.03
1814,18,413,2004.03
1953,22,468,2005.03
1996,28,-1,2006.03
2094,33,-2,2007.03
2346,39,-2,2008.03
2764,42,-2,2009.03
2838,50,-1,2010.03
2650,56,-2,2011.03
2746,67,-2,2012.03
2539,77,-2,2013.03
2710,80,-3,2014.03
2806,88,-3,2015.03
2821,102,-2,2016.03
2945,109,-2,2017.03
3083,112,-2,2018.03
3237,110,0,2019.03
32296,110,0,1987.03
36869,111,1,1988.03
40016,116,0,1989.03
42766,123,0,1990.03
44965,128,0,1991.03
44707,131,0,1992.03
45506,136,0,1993.03
47442,138,8,1994.03
51160,143,8,1995.03
54478,142,14,1996.03
58113,146,81,1997.03
60337,156,-107,1998.03
62847,166,-186,1999.03
65231,173,-287,2000.03
67694,181,-393,2001.03
70977,191,-256,2002.03
75898,200,-629,2003.03
80983,211,-542,2004.03
86703,218,-359,2005.03
92640,236,9318,2006.03
98232,247,502,2007.03
103630,238,-103,2008.03
106863,233,-80,2009.03
110314,232,174,2010.03
115248,236,-408,2011.03
121947,243,1349,2012.03
125835,259,-378,2013.03
131421,275,3,2014.03
136376,291,2,2015.03
142861,53,5,2016.03
153084,59,75,2017.03
161970,70,58,2018.03
170177,87,62,2019.03
32838,109,57,1987.03
37501,128,48,1988.03
40704,152,14,1989.03
43544,164,2,1990.03
45843,196,38,1991.03
45655,220,217,1992.03
46449,262,483,1993.03
48423,301,345,1994.03
52180,314,396,1995.03
55501,346,289,1996.03
59287,400,227,1997.03
61676,430,168,1998.03
64420,433,350,1999.03
66794,418,317,2000.03
69389,422,0,2001.03
72751,439,0,2002.03
77670,454,0,2003.03
82798,478,0,2004.03
88657,504,0,2005.03
94636,510,-4,2006.03
100327,514,-9,2007.03
105976,496,0,2008.03
109627,459,0,2009.03
113152,451,0,2010.03
117899,433,0,2011.03
124693,445,0,2012.03
128374,469,0,2013.03
134131,471,0,2014.03
139182,492,0,2015.03
145682,510,0,2016.03
156029,523,0,2017.03
165053,547,0,2018.03
173414,558,433,2019.03
8897,598,0,1987.03
9976,613,3,1988.03
10693,625,6,1989.03
11454,624,9,1990.03
12079,624,5,1991.03
12213,623,-165,1992.03
12695,635,-245,1993.03
12909,659,-339,1994.03
13039,690,-442,1995.03
13865,723,-270,1996.03
14497,21,-632,1997.03
15321,24,-580,1998.03
16490,28,-577,1999.03
17291,35,3779,2000.03
18131,44,-263,2001.03
19254,52,-556,2002.03
20054,61,-462,2003.03
21484,66,-514,2004.03
23309,79,-577,2005.03
25955,89,566,2006.03
28022,105,-695,2007.03
30452,121,2,2008.03
33202,126,1,2009.03
34079,139,0,2010.03
35360,160,1,2011.03
36678,172,0,2012.03
37290,173,2,2013.03
38672,168,4,2014.03
40387,179,1,2015.03
41752,193,0,2016.03
43525,201,1,2017.03
45940,225,0,2018.03
49169,242,0,2019.03
1375,249,5056,1987.03
1468,254,420,1988.03
1646,255,57,1989.03
1757,243,93,1990.03
1964,239,461,1991.03
1990,227,0,1992.03
2076,230,0,1993.03
2088,236,0,1994.03
2176,238,0,1995.03
2304,247,0,1996.03
2319,258,0,1997.03
2324,266,0,1998.03
2255,283,0,1999.03
2272,305,0,2000.03
2350,366,0,2001.03
2495,414,0,2002.03
2602,428,0,2003.03
2804,448,0,2004.03
3074,462,0,2005.03
3287,487,0,2006.03
3560,511,0,2007.03
3948,543,0,2008.03
4276,569,0,2009.03
4354,580,0,2010.03
4701,10,0,2011.03
5037,11,0,2012.03
4864,13,0,2013.03
4959,16,0,2014.03
5170,19,0,2015.03
5477,23,0,2016.03
5701,27,0,2017.03
5972,29,0,2018.03
6349,35,21,2019.03
5259,39,10,1972.03
5957,47,4,1973.03
6844,53,4,1974.03
7908,56,4,1975.03
9142,61,1,1976.03
10516,70,33,1977.03
11968,76,1,1978.03
13747,76,-1296,1979.03
15971,72,-1959,1980.03
19064,72,-217,1981.03
22506,72,-515,1982.03
25628,72,-1827,1983.03
27756,73,-119,1984.03
31197,74,-204,1985.03
36768,73,6,1986.03
43110,73,-2939,1987.03
48945,73,-1229,1988.03
53043,71,-2777,1989.03
56755,72,-1393,1990.03
59886,75,-2013,1991.03
59857,81,-88,1992.03
61219,88,-30,1993.03
63420,81,-93,1994.03
67395,86,-23,1995.03
71670,89,-185,1996.03
76102,92,-135,1997.03
79320,96,-143,1998.03
83164,99,-33,1999.03
86356,107,-29,2000.03
89870,112,-69,2001.03
94500,108,-143,2002.03
100326,105,33,2003.03
107085,103,102,2004.03
115040,102,214,2005.03
123878,103,338,2006.03
131909,106,154,2007.03
140377,111,528,2008.03
147106,116,-36,2009.03
151585,6,264,2010.03
157960,6,-7342,2011.03
166407,7,-2669,2012.03
170527,8,-794,2013.03
177762,11,-319,2014.03
184739,13,9,2015.03
192911,15,-17,2016.03
205255,17,-1012,2017.03
216964,20,31,2018.03
228932,22,-130,2019.03
2923,25,-3066,1972.03
3450,29,-1343,1973.03
4036,28,-2945,1974.03
4041,29,-1514,1975.03
4450,31,-2118,1976.03
5896,32,-163,1977.03
6407,33,-74,1978.03
7087,34,-131,1979.03
8149,36,-79,1980.03
9117,38,-230,1981.03
11345,42,-175,1982.03
13343,50,-199,1983.03
16281,54,-118,1984.03
18701,61,-89,1985.03
21188,72,-128,1986.03
24574,82,-209,1987.03
26298,89,-217,1988.03
29478,97,-293,1989.03
31178,96,-307,1990.03
32453,106,-318,1991.03
32892,112,-334,1992.03
34603,114,-333,1993.03
38777,120,-919,1994.03
41730,123,-658,1995.03
44506,125,-8111,1996.03
46200,135,-3693,1997.03
47799,137,-2119,1998.03
48793,143,-1348,1999.03
53467,154,-1343,2000.03
57293,151,-1327,2001.03
61818,155,-2184,2002.03
63531,161,-1532,2003.03
67540,171,-1620,2004.03
71410,175,127,2005.03
73353,183,114,2006.03
76503,187,168,2007.03
83798,207,121,2008.03
82259,3,105,2009.03
85480,4,75,2010.03
89766,4,44,2011.03
93706,5,38,2012.03
93959,7,56,2013.03
103894,9,45,2014.03
106169,10,40,2015.03
110831,13,56,2016.03
118638,13,85,2017.03
128508,16,60,2018.03
133216,18,59,2019.03
6855,18,66,1972.03
7872,19,251,1973.03
9201,22,395,1974.03
10110,26,521,1975.03
11388,30,656,1976.03
13964,30,488,1977.03
15643,35,862,1978.03
17730,40,883,1979.03
20696,50,921,1980.03
24086,56,769,1981.03
29328,63,1023,1982.03
33178,64,1325,1983.03
36989,62,1029,1984.03
41785,55,1352,1985.03
48249,56,1310,1986.03
57953,57,1172,1987.03
65228,64,1563,1988.03
70137,71,1490,1989.03
74212,90,9,1990.03
76127,92,7,1991.03
75967,91,22,1992.03
78335,85,50,1993.03
84575,86,39,1994.03
90600,85,39,1995.03
96236,89,5,1996.03
101101,82,33,1997.03
104815,94,51,1998.03
106826,96,46,1999.03
113229,92,482,2000.03
119839,92,66,2001.03
128712,88,341,2002.03
135181,85,457,2003.03
144502,82,446,2004.03
154559,89,451,2005.03
162937,99,418,2006.03
172112,98,308,2007.03
186852,7,333,2008.03
189632,8,265,2009.03
194282,9,16,2010.03
203483,12,14,2011.03
213302,15,32,2012.03
217540,18,12,2013.03
232719,21,14,2014.03
242198,23,35,2015.03
254484,27,64,2016.03
270388,30,17,2017.03
289104,35,47,2018.03
303436,40,54,2019.03
3378,42,64,1972.03
