Input,Output
2000.12,546.831984
2001.03,806.4221094
2001.06,952.8726719
2001.09,504.2009455
2001.12,526.255845
2002.03,766.7978772
2002.06,1000
2002.09,444.0743578
2002.12,565.6206815
2003.03,988.5189702
2003.06,1037.040827
2003.09,635.9185941
2003.12,653.8292594
2004.03,1128.417201
2004.06,1181.929294
2004.09,704.3841272
2004.12,619.9178329
2005.03,1105.502769
2005.06,1071.302578
2005.09,641.6196839
2005.12,723.104691
2006.03,927.1543218
2006.06,1053.945095
2006.09,611.7190708
2006.12,691.1981848
2007.03,925.3852231
2007.06,958.6119326
2007.09,550.175181
2007.12,617.5411942
2008.03,996.4577355
2008.06,1055.998963
2008.09,620.0143411
2008.12,668.4155892
2009.03,942.8851991
2009.06,1144.742249
2009.09,572.4276059
2009.12,685.0134316
2010.03,1022.061235
2010.06,1236.629452
2010.09,591.5314374
2010.12,700.7142127
2011.03,961.09768
2011.06,1153.483705
2011.09,654.0381545
2011.12,619.5594698
2012.03,963.2888328
2012.06,1121.362058
2012.09,678.7203127
2012.12,649.7434902
2013.03,1149.415631
2013.06,1063.825835
2013.09,604.9988103
2013.12,683.8329493
2014.03,1170.692723
2014.06,1194.226579
2014.09,654.5867744
2014.12,731.4670964
2015.03,1290.193636
2015.06,1209.175655
2015.09,763.6675184
2015.12,853.7199526
2016.03,1096.947139
2016.06,1275.244667
2016.09,705.7577155
2016.12,716.8032475
2017.03,1061.175293
2017.06,1185.019087
2017.09,707.2121375
2017.12,823.0749766
2018.03,1049.306121
2018.06,1263.555924
2018.09,860.7779534
2018.12,882.833336
2019.03,1170.43335
2019.06,1344.483578
2019.09,844.8664497
2019.12,925.6949669
2020.03,1200.502277
1982.09,763.9919875
1982.12,772.6585633
1983.03,865.9909178
1983.06,1043.989051
1983.09,970.6564868
1983.12,597.9937285
1984.03,1101.321783
1984.06,782.6584584
1984.09,839.3245308
1984.12,477.994987
1985.03,982.6563609
1985.06,1080.655333
1985.09,770.6585843
1985.12,698.6593394
1986.03,682.6595072
1986.06,919.3236918
1986.09,1211.987289
1986.12,742.6588779
1987.03,767.9919456
1987.06,854.6577033
1987.09,1021.322622
1987.12,575.3272995
1988.03,727.9923651
1988.06,828.657976
1988.09,916.6570531
1988.12,621.9934768
1989.03,627.3267542
1989.06,914.6570741
1989.09,830.8212867
1989.12,576.7239515
1990.03,667.5829986
1990.06,730.7223365
1990.09,649.8731844
1990.12,612.1435801
1991.03,699.1526676
1991.06,731.4923284
1991.09,793.0916824
1991.12,662.9630471
1992.03,801.5615935
1992.06,1034.869147
1992.09,812.3414805
1992.12,482.0149448
1993.03,746.122175
1993.06,901.6605437
1993.09,608.2936204
1993.12,485.8649044
1994.03,795.4016581
1994.06,796.1716501
1994.09,696.8426918
1994.12,592.893782
1995.03,836.9812221
1995.06,858.5409959
1995.09,713.7825141
1995.12,632.1633701
1996.03,873.1708425
1996.06,967.1098573
1996.09,759.9820296
1996.12,559.7841292
1997.03,937.0801723
1997.06,890.8806568
1997.09,790.8359779
1997.12,669.4506513
1998.03,1012.595202
1998.06,835.7730092
1998.09,676.4850355
1998.12,695.4290441
1999.03,952.6636076
1999.06,802.9768841
1999.09,734.1791789
1999.12,731.5479735
2000.03,1037.566774
2000.06,928.1239735
2000.09,809.1240207
2000.12,818.2128414
2001.03,1052.873714
2001.06,979.8983806
2001.09,714.0104586
2001.12,726.150006
2002.03,1081.193
2002.06,1000
2002.09,767.1569868
2002.12,722.3648781
2003.03,1152.212221
2003.06,982.2551229
2003.09,747.7679247
2003.12,739.4916406
2004.03,1161.354048
2004.06,1063.024698
2004.09,660.3809294
2004.12,741.6212524
2005.03,1132.414964
2005.06,1006.533589
2005.09,731.1016777
2005.12,797.8381888
2006.03,1042.662869
2006.06,1117.821497
2006.09,877.6245245
2006.12,823.964922
2007.03,1321.718726
2007.06,1090.002235
2007.09,821.6636299
2007.12,809.1858375
2008.03,1267.08966
2008.06,1122.872402
2008.09,796.5130906
2008.12,772.7442265
2009.03,1210.721235
2009.06,1070.107146
2009.09,690.5422088
2009.12,784.0716668
2010.03,1301.036746
2010.06,1217.724127
2010.09,564.7813402
2010.12,734.0926479
2011.03,995.2405784
2011.06,1114.316068
2011.09,589.8838332
2011.12,632.6724695
2012.03,968.1068483
2012.06,929.7024593
2012.09,676.0759252
2012.12,794.0510103
2013.03,1182.183113
2013.06,1145.395205
2013.09,683.8113529
2013.12,777.0544363
2014.03,1222.567379
2014.06,1069.503293
2014.09,673.2460864
2014.12,736.193229
2015.03,1218.305069
2015.06,1048.796814
2015.09,726.9638321
2015.12,852.9543823
2016.03,1264.672383
2016.06,1100.998143
2016.09,563.2539615
2016.12,707.5940408
2017.03,1285.699089
2017.06,1087.107737
2017.09,592.9479697
2017.12,830.4115321
2018.03,1166.242878
2018.06,1157.479031
2018.09,680.1774056
2018.12,813.7901685
2019.03,1246.537857
2019.06,1015.647161
2019.09,570.9120453
2019.12,815.872392
2020.03,1231.742754
1971.09,762.1085481
1971.12,383.6874231
1972.03,947.1813051
1972.06,803.4866036
1972.09,626.6894577
1972.12,486.0040692
1973.03,947.1813051
1973.06,847.8739721
1973.09,444.6260138
1973.12,543.9333468
1974.03,646.2499929
1974.06,659.791902
1974.09,516.0972004
1974.12,577.0357911
1975.03,714.7118665
1975.06,709.4455685
1975.09,601.8626244
1975.12,588.3207154
1976.03,668.0675131
1976.06,874.9577902
1976.09,615.4045334
1976.12,452.9016249
1977.03,800.4772904
1977.06,783.9260683
1977.09,671.0768262
1977.12,464.1865491
1978.03,778.6597703
1978.06,659.791902
1978.09,706.4362554
1978.12,623.6801445
1979.03,883.2334013
1979.06,823.0471389
1979.09,560.484569
1979.12,461.1772359
1980.03,823.0471389
1980.06,891.5090124
1980.09,858.406568
1980.12,507.8215893
1981.03,957.7139011
1981.06,993.8256585
1981.09,773.3934724
1981.12,607.1289224
1982.03,753.8329371
1982.06,874.9577902
1982.09,790.6970228
1982.12,774.1458006
1983.03,882.481073
1983.06,1125.483108
1983.09,1087.114365
1983.12,631.2034273
1984.03,1136.768032
1984.06,849.3786287
1984.09,903.5462649
1984.12,532.6484226
1985.03,1036.708371
1985.06,1151.062269
1985.09,865.9298509
1985.12,788.440038
1986.03,722.9874776
1986.06,962.980199
1986.09,1220.276471
1986.12,761.3562199
1987.03,853.1402701
1987.06,969.7511536
1987.09,1038.213027
1987.12,598.8533113
1988.03,811.0098864
1988.06,907.3079063
1988.09,926.8684416
1988.12,626.6894577
1989.03,719.2258362
1989.06,1029.937416
1989.09,870.6635004
1989.12,581.5437422
1990.03,721.1472826
1990.06,763.2761616
1990.09,683.1486858
1990.12,666.6275568
1991.03,749.233202
1991.06,821.1001133
1991.09,802.9268713
1991.12,688.931081
1992.03,904.5318149
1992.06,1081.307896
1992.09,812.0134923
1992.12,522.0676777
1993.03,849.1860326
1993.06,921.052944
1993.09,608.8036051
1993.12,535.2845809
1994.03,882.2282907
1994.06,824.4043391
1994.09,705.45221
1994.12,621.1944519
1995.03,897.0973069
1995.06,914.4444923
1995.09,761.6240487
1995.12,702.1479842
1996.03,945.0085811
1996.06,1020.179718
1996.09,788.0578552
1996.12,623.6726213
1997.03,1023.483944
1997.06,933.4437907
1997.09,810.7146637
1997.12,731.0019689
1998.03,1089.224511
1998.06,854.5552765
1998.09,708.7559297
1998.12,728.6753719
1999.03,990.8576995
1999.06,828.786353
1999.09,768.1605132
1999.12,760.5725588
2000.03,1092.735232
2000.06,931.3760558
2000.09,812.1906756
2000.12,850.7977613
2001.03,1108.210963
2001.06,1006.713116
2001.09,730.6055962
2001.12,767.5355593
2002.03,1144.311336
2002.06,1000
2002.09,764.7685672
2002.12,747.3175605
2003.03,1193.532507
2003.06,1013.459748
2003.09,776.9816685
2003.12,761.515131
2004.03,1227.999074
2004.06,1058.375764
2004.09,673.5261879
2004.12,767.6123531
2005.03,1194.94221
2005.06,1031.92386
2005.09,753.6636796
2005.12,806.8060483
2006.03,1093.678013
2006.06,1139.039124
2006.09,892.9894707
2006.12,839.0755126
2007.03,1371.167445
2007.06,1133.161283
2007.09,854.9373961
2007.12,820.2141054
2008.03,1361.842236
2008.06,1220.134039
2008.09,855.9404137
2008.12,788.3061442
2009.03,1294.402332
2009.06,1125.514689
2009.09,699.4173095
2009.12,805.5195432
2010.03,1391.61739
2010.06,1184.319504
2010.09,562.7365936
2010.12,768.5408239
2011.03,1160.697463
2011.06,1129.141519
2011.09,605.4534862
2011.12,630.5162697
2012.03,1028.181967
2012.06,963.9823733
2012.09,714.5492195
2012.12,822.8582364
2013.03,1294.410737
2013.06,1176.485901
2013.09,720.0802853
2013.12,818.738754
2014.03,1394.289136
2014.06,1091.165222
2014.09,688.1914108
2014.12,780.3056011
2015.03,1324.306983
2015.06,1059.634784
2015.09,770.602903
2015.12,902.8928832
2016.03,1362.780569
2016.06,1122.28508
2016.09,584.3648618
2016.12,742.7957357
2017.03,1434.396262
2017.06,1065.184294
2017.09,601.9408211
2017.12,888.2039875
2018.03,1339.888498
2018.06,1138.807531
2018.09,692.4482498
2018.12,870.1239835
2019.03,1356.82562
2019.06,995.4771871
2019.09,577.7418576
2019.12,854.9229165
2020.03,1325.878073
1982.09,383.9699624
1982.12,271.4759901
1983.03,401.3586206
1983.06,468.4291593
1983.09,339.9660111
1983.12,208.3090277
1984.03,397.4550443
1984.06,417.6826671
1984.09,335.7075642
1984.12,242.0217323
1985.03,472.3327356
1985.06,420.8765022
1985.09,394.9709502
1985.12,294.5425775
1986.03,218.6002744
1986.06,314.7702002
1986.09,423.7154668
1986.12,300.5753772
1987.03,381.4858684
1987.06,427.9739137
1987.09,486.5275587
1987.12,292.7682246
1988.03,386.4540564
1988.06,427.2641726
1988.09,337.8367876
1988.12,294.5425775
1989.03,435.0713252
1989.06,485.8178175
1989.09,323.7824934
1989.12,249.2426388
1990.03,373.4757298
1990.06,420.0631389
1990.09,418.5102252
1990.12,377.3580139
1991.03,493.4383082
1991.06,541.1904026
1991.09,528.7670935
1991.12,514.7908708
1992.03,630.8711651
1992.06,749.6690584
1992.09,723.657755
1992.12,478.6856287
1993.03,601.7540344
1993.06,796.2564675
1993.09,716.6696436
1993.12,665.4234936
1994.03,743.8456322
1994.06,879.7255755
1994.09,782.6684732
1994.12,687.1642845
1995.03,857.2083278
1995.06,861.8670687
1995.09,867.6904948
1995.12,656.4942402
1996.03,808.2915482
1996.06,777.6215039
1996.09,698.8111368
1996.12,659.9882958
1997.03,694.1523959
1997.06,742.680947
1997.09,786.3707738
1997.12,791.0746008
1998.03,856.7147322
1998.06,762.2665139
1998.09,867.3803403
1998.12,863.1817359
1999.03,825.604801
1999.06,827.0262687
1999.09,880.8596687
1999.12,919.3130032
2000.03,906.1227221
2000.06,811.1854451
2000.09,777.731527
2000.12,1052.648466
2001.03,1091.989645
2001.06,1020.034221
2001.09,881.3222351
2001.12,946.0868478
2002.03,915.2174493
2002.06,1000
2002.09,810.5785446
2002.12,829.6343635
2003.03,946.4816069
2003.06,941.2912499
2003.09,986.5508313
2003.12,1082.685517
2004.03,1159.712971
2004.06,1477.26942
2004.09,1242.765225
2004.12,1201.712222
2005.03,1396.45087
2005.06,1555.26762
2005.09,1268.604118
2005.12,1506.6606
2006.03,1307.154909
2006.06,1353.898947
2006.09,1498.310616
2006.12,1524.142726
2007.03,1267.453205
2007.06,1261.372299
2007.09,1238.893991
2007.12,1369.066249
2008.03,1432.071148
2008.06,1355.383183
2008.09,1120.4644
2008.12,1276.312256
2009.03,1332.546325
2009.06,1241.80263
2009.09,1063.331418
2009.12,1253.447589
2010.03,1308.690613
2010.06,1480.532744
2010.09,1198.150695
2010.12,1219.96834
2011.03,1298.392773
2011.06,1382.530331
2011.09,1162.985866
2011.12,1371.120288
2012.03,1386.59158
2012.06,1446.769798
2012.09,1205.675292
2012.12,1293.96183
2013.03,1310.586156
2013.06,1585.026663
2013.09,1266.282452
2013.12,1381.097552
2014.03,1581.491569
2014.06,1644.317532
2014.09,1345.73089
2014.12,1379.409314
2015.03,1480.122274
2015.06,1667.866385
2015.09,1398.648399
2015.12,1414.776299
2016.03,1438.846809
2016.06,1554.769607
2016.09,1245.993301
2016.12,1389.070818
2017.03,1483.601615
2017.06,1447.702638
2017.09,1153.621943
2017.12,1458.657337
2018.03,1481.189811
2018.06,1558.812896
2018.09,1301.953925
2018.12,1418.921231
2019.03,1457.965326
2019.06,1562.031123
2019.09,1319.68568
2019.12,1296.798581
2020.03,1394.276338
1959.03,607.0391298
1959.06,697.322836
1959.09,366.4805706
1959.12,352.8192203
1960.03,420.5319999
1960.06,358.7589378
1960.09,372.4202881
1960.12,214.4238022
1961.03,390.8334124
1961.06,424.6898022
1961.09,294.6099886
1961.12,258.3777118
1962.03,446.666757
1962.06,370.6383728
1962.09,340.3458135
1962.12,280.3546666
1963.03,430.6295197
1963.06,492.9965536
1963.09,362.3227683
1963.12,226.3032372
1964.03,450.8245592
1964.06,514.9735084
1964.09,388.4575254
1964.12,252.4379943
1965.03,432.411435
1965.06,434.787322
1965.09,290.4521864
1965.12,254.2199096
1966.03,454.9823615
1966.06,424.6898022
1966.09,388.4575254
1966.12,200.1684802
1967.03,446.666757
1967.06,456.7642768
1967.09,428.8476044
1967.12,278.5727514
1968.03,476.9593163
1968.06,531.0107457
1968.09,442.5089547
1968.12,350.4433333
1969.03,541.1082654
1969.06,514.9735084
1969.09,541.1082654
1969.12,402.7128474
1970.03,538.7323784
1970.06,504.8759886
1970.09,510.8157061
1970.12,434.787322
1971.03,410.4344802
1971.06,646.8352372
1971.09,694.946949
1971.12,296.3919039
1972.03,488.8387513
1972.06,586.8440903
1972.09,614.7607626
1972.12,352.8192203
1973.03,592.7838078
1973.06,617.1366496
1973.09,519.1313106
1973.12,356.3830508
1974.03,452.6064745
1974.06,498.9362711
1974.09,468.6437118
1974.12,414.5922824
1975.03,510.8157061
1975.06,579.1224575
1975.09,500.7181863
1975.12,478.7412316
1976.03,542.8901807
1976.06,694.946949
1976.09,544.6720959
1976.12,472.801514
1977.03,612.9788473
1977.06,727.0214236
1977.09,580.9043728
1977.12,430.6295197
1978.03,585.062175
1978.06,576.7465705
1978.09,596.9416101
1978.12,509.0337909
1979.03,694.946949
1979.06,630.7979999
1979.09,498.9362711
1979.12,426.4717174
1980.03,574.9646553
1980.06,662.8724745
1980.09,678.9097117
1980.12,412.8103672
1981.03,627.2341694
1981.06,775.1331354
1981.09,650.9930394
1981.12,416.9681694
1982.03,557.1455027
1982.06,751.3742654
1982.09,665.8423332
1982.12,503.6880451
1983.03,710.3902146
1983.06,870.1686157
1983.09,686.0373728
1983.12,378.3600056
1984.03,708.0143276
1984.06,657.5267287
1984.09,599.9114688
1984.12,416.3741977
1985.03,753.7501524
1985.06,817.3051298
1985.09,636.1437456
1985.12,487.0568361
1986.03,464.4859095
1986.06,717.5178756
1986.09,871.9505309
1986.12,540.5142937
1987.03,713.9540451
1987.06,808.3955535
1987.09,814.9292428
1987.12,445.4788135
1988.03,696.7288643
1988.06,806.6136383
1988.09,744.8405761
1988.12,514.3795366
1989.03,728.8033388
1989.06,927.7838755
1989.09,599.0763445
1989.12,410.3162798
1990.03,636.2453148
1990.06,704.0240253
1990.09,566.2801943
1990.12,558.9921609
1991.03,693.0919752
1991.06,802.4124761
1991.09,636.2453148
1991.12,568.4666043
1992.03,782.0059826
1992.06,978.0540807
1992.09,629.6860848
1992.12,461.3325135
1993.03,834.479823
1993.06,897.8857135
1993.09,597.6187379
1993.12,462.7901202
1994.03,873.1063999
1994.06,891.3264834
1994.09,566.2801943
1994.12,562.6361776
1995.03,870.1911866
1995.06,943.8003238
1995.09,714.9560754
1995.12,593.2459178
1996.03,898.6145168
1996.06,949.6307505
1996.09,676.3294985
1996.12,584.5002778
1997.03,879.66563
1997.06,953.2747672
1997.09,706.5421454
1997.12,657.4078607
1998.03,1017.166259
1998.06,884.4281878
1998.09,598.3972184
1998.12,619.0704561
1999.03,890.646206
1999.06,804.7752733
1999.09,650.7916311
1999.12,628.4499527
2000.03,981.2062929
2000.06,879.2234205
2000.09,640.5659565
2000.12,726.3561613
2001.03,968.8247011
2001.06,988.6045483
2001.09,640.0491821
2001.12,670.4037928
2002.03,945.1554039
2002.06,1000
2002.09,624.8209065
2002.12,673.6374667
2003.03,1077.882902
2003.06,1005.174716
2003.09,728.4895872
2003.12,735.5386672
2004.03,1169.700975
2004.06,1135.980117
2004.09,726.8180115
2004.12,734.4590621
2005.03,1165.396746
2005.06,1081.389395
2005.09,743.3672058
2005.12,820.7254911
2006.03,1033.978068
2006.06,1113.864593
2006.09,814.1493793
2006.12,823.6997557
2007.03,1159.072477
2007.06,1061.410206
2007.09,749.1640787
2007.12,772.1416596
2008.03,1199.995321
2008.06,1150.261204
2008.09,771.5993538
2008.12,770.8175166
2009.03,1137.907492
2009.06,1122.629978
2009.09,670.0264611
2009.12,785.3474632
2010.03,1220.150684
2010.06,1216.72224
2010.09,618.7981724
2010.12,767.0378237
2011.03,1077.819671
2011.06,1141.532683
2011.09,657.6008908
2011.12,671.5119361
2012.03,1015.701929
2012.06,1053.612517
2012.09,730.1708325
2012.12,776.4890443
2013.03,1217.577805
2013.06,1147.251593
2013.09,706.9070978
2013.12,795.697025
2014.03,1297.310369
2014.06,1161.516136
2014.09,714.6164018
2014.12,797.7454899
2015.03,1315.208399
2015.06,1168.620075
2015.09,807.2000204
2015.12,911.6629003
2016.03,1233.92115
2016.06,1220.931035
2016.09,689.5924865
2016.12,776.352674
2017.03,1261.196379
2017.06,1140.656036
2017.09,685.1275492
2017.12,895.9976836
2018.03,1218.846831
2018.06,1212.853553
2018.09,801.7285082
2018.12,909.2500407
2019.03,1277.888278
2019.06,1174.067019
2019.09,736.1631957
2019.12,910.2362734
2020.03,1268.229179
1982.09,442.6405278
1982.12,414.2277913
1983.03,529.3741448
1983.06,673.4317039
1983.09,316.0293859
1983.12,446.1298113
1984.03,464.0746975
1984.06,1072.206954
1984.09,335.9681484
1984.12,430.6772703
1985.03,506.9430369
1985.06,697.856688
1985.09,466.0685738
1985.12,511.4292585
1986.03,507.9399751
1986.06,623.0863286
1986.09,389.8028072
1986.12,580.2179892
1987.03,610.126133
1987.06,750.6944087
1987.09,312.5401024
1987.12,565.7623864
1988.03,624.5817358
1988.06,503.9522226
1988.09,372.35639
1988.12,630.5633645
1989.03,713.309229
1989.06,1195.328813
1989.09,425.0146618
1989.12,588.7617489
1990.03,572.7509226
1990.06,572.7509226
1990.09,496.3356153
1990.12,629.5165795
1991.03,472.3193758
1991.06,445.3920771
1991.09,548.0069183
1991.12,690.6488254
1992.03,598.2226917
1992.06,740.1368339
1992.09,634.6109333
1992.12,741.5923636
1993.03,548.0069183
1993.06,602.5892807
1993.09,752.5088361
1993.12,783.8027238
1994.03,550.1902128
1994.06,1099.652661
1994.09,827.4686138
1994.12,753.2366009
1995.03,705.9318868
1995.06,1259.760924
1995.09,947.549811
1995.12,807.8189633
1996.03,624.4222257
1996.06,1208.089621
1996.09,850.0293235
1996.12,698.6542385
1997.03,545.095859
1997.06,1037.79265
1997.09,870.3738584
1997.12,716.3420861
1998.03,588.9289989
1998.06,898.663907
1998.09,882.123706
1998.12,786.6001907
1999.03,609.2911534
1999.06,744.9130199
1999.09,782.4925361
1999.12,623.1937266
2000.03,484.7260788
2000.06,732.4176107
2000.09,729.4636212
2000.12,621.6682787
2001.03,441.8194579
2001.06,715.4272758
2001.09,712.4136062
2001.12,729.0714113
2002.03,717.549284
2002.06,1000
2002.09,771.461158
2002.12,771.7811239
2003.03,731.6801391
2003.06,845.2483556
2003.09,825.4644115
2003.12,760.2864927
2004.03,902.0276785
2004.06,1448.908855
2004.09,759.9511038
2004.12,672.3591884
2005.03,915.9634506
2005.06,1443.345604
2005.09,859.9673093
2005.12,823.5134977
2006.03,965.2354413
2006.06,1158.570158
2006.09,927.987112
2006.12,879.799691
2007.03,914.9188199
2007.06,1174.524417
2007.09,1010.051917
2007.12,825.1154987
2008.03,797.9598951
2008.06,1187.284035
2008.09,1004.548747
2008.12,871.1166987
2009.03,756.4503581
2009.06,1058.026206
2009.09,1010.379992
2009.12,827.7715444
2010.03,831.903876
2010.06,1137.336361
2010.09,1030.133893
2010.12,807.706854
2011.03,787.807508
2011.06,1248.701885
2011.09,952.7742513
2011.12,899.0593331
2012.03,815.6152565
2012.06,1060.707901
2012.09,869.8586393
2012.12,898.062095
2013.03,929.6175983
2013.06,1007.731497
2013.09,874.6796297
2013.12,749.6847559
2014.03,983.6047419
2014.06,922.1650916
2014.09,844.3931794
2014.12,846.1392908
2015.03,914.0315659
2015.06,891.8828767
2015.09,755.7431582
2015.12,854.542474
2016.03,1064.871442
2016.06,1217.422865
2016.09,920.1958353
2016.12,997.6539173
2017.03,914.3566808
2017.06,1127.879701
2017.09,809.9118128
2017.12,901.0546627
2018.03,971.6261619
2018.06,1030.338953
2018.09,693.7144256
2018.12,842.0898667
2019.03,1043.846385
2019.06,1401.341978
2019.09,925.5047344
2019.12,818.0076218
2020.03,930.9368559
1988.09,1242.137197
1988.12,989.5716783
1989.03,655.6715014
1989.06,605.0157053
1989.09,1088.9769
1989.12,756.2582162
1990.03,689.0158575
1990.06,684.6494706
1990.09,1075.004462
1990.12,1042.693199
1991.03,843.5859548
1991.06,806.0350272
1991.09,1073.257907
1991.12,1337.860955
1992.03,1081.117404
1992.06,908.2084814
1992.09,929.1671386
1992.12,1273.238429
1993.03,875.8972181
1993.06,865.4178894
1993.09,1126.527828
1993.12,1386.764489
1994.03,942.2662994
1994.06,817.3876332
1994.09,1052.29925
1994.12,1099.456229
1995.03,874.1506633
1995.06,817.3876332
1995.09,1174.558084
1995.12,1205.99607
1996.03,972.8310079
1996.06,964.098234
1996.09,1193.770187
1996.12,1131.767492
1997.03,900.3489849
1997.06,984.1836139
1997.09,1220.301509
1997.12,1134.343979
1998.03,937.9796645
1998.06,995.4638803
1998.09,1286.360627
1998.12,1081.651634
1999.03,915.4896473
1999.06,896.5910644
1999.09,1294.152193
1999.12,963.7861692
2000.03,723.8114225
2000.06,817.3310822
2000.09,1066.575113
2000.12,983.3474622
2001.03,840.590512
2001.06,932.5299901
2001.09,970.1891272
2001.12,1002.930725
2002.03,894.9054313
2002.06,1000
2002.09,1088.282084
2002.12,1075.6909
2003.03,847.1471553
2003.06,913.2959742
2003.09,936.8691735
2003.12,945.9555672
2004.03,859.100546
2004.06,734.4437991
2004.09,979.1787696
2004.12,967.3616196
2005.03,769.4454854
2005.06,716.184735
2005.09,860.7735642
2005.12,898.7000133
2006.03,740.4983939
2006.06,771.1224265
2006.09,889.2904881
2006.12,882.1783212
2007.03,789.7662057
2007.06,691.1025071
2007.09,836.9054362
2007.12,798.9517884
2008.03,763.0592192
2008.06,675.0719917
2008.09,703.0495003
2008.12,671.5459974
2009.03,708.5420962
2009.06,583.2603653
2009.09,726.4443252
2009.12,806.3718959
2010.03,733.0714013
2010.06,817.5587952
2010.09,844.5390808
2010.12,855.333471
2011.03,805.958201
2011.06,748.5696065
2011.09,763.846213
2011.12,747.2635614
2012.03,842.1973029
2012.06,723.5739538
2012.09,842.5498574
2012.12,861.4584854
2013.03,908.5091814
2013.06,798.4576236
2013.09,882.6229866
2013.12,773.8932829
2014.03,783.3236674
2014.06,694.6886358
2014.09,954.0708773
2014.12,789.6775467
2015.03,791.585563
2015.06,772.6772946
2015.09,956.7775481
2015.12,776.7664562
2016.03,888.9799294
2016.06,669.521267
2016.09,1005.048772
2016.12,711.8305311
2017.03,936.2292483
2017.06,780.4072945
2017.09,1029.85327
2017.12,943.8126411
2018.03,860.1066629
2018.06,657.9310697
2018.09,1044.737154
2018.12,770.9430962
2019.03,859.8438202
2019.06,600.51174
2019.09,915.9289982
2019.12,744.0921973
2020.03,810.0179521
1971.09,85.63424187
1971.12,195.338649
1972.03,161.5478401
1972.06,112.9446217
1972.09,76.83937378
1972.12,165.2509424
1973.03,152.2900842
1973.06,110.6301827
1973.09,93.04044657
1973.12,143.9581039
1974.03,136.0890114
1974.06,85.17135407
1974.09,64.80429114
1974.12,186.5437809
1975.03,153.2158598
1975.06,103.6868658
1975.09,91.18889539
1975.12,194.8757612
1976.03,152.752972
1976.06,121.276602
1976.09,109.7044072
1976.12,195.338649
1977.03,184.229342
1977.06,153.6787476
1977.09,107.3899682
1977.12,181.914903
1978.03,217.0943753
1978.06,166.176718
1978.09,132.3859091
1978.12,215.705712
1979.03,228.2036824
1979.06,272.1780228
1979.09,249.4965209
1979.12,346.2400698
1980.03,450.8527112
1980.06,369.3844595
1980.09,433.2629751
1980.12,415.6732389
1981.03,390.677298
1981.06,515.1941146
1981.09,392.991737
1981.12,486.4950714
1982.03,442.0578432
1982.06,530.006524
1982.09,450.8527112
1982.12,482.791969
1983.03,534.1725141
1983.06,538.3385043
1983.09,393.4546248
1983.12,539.7271677
1984.03,546.2075968
1984.06,798.0185567
1984.09,451.315599
1984.12,569.3519865
1985.03,569.8148743
1985.06,578.1468546
1985.09,516.1198902
1985.12,631.3789509
1986.03,585.0901715
1986.06,573.9808644
1986.09,634.6191654
1986.12,735.9915923
1987.03,624.4356339
1987.06,575.3695278
1987.09,616.1036537
1987.12,704.9781101
1988.03,699.4234566
1988.06,573.9808644
1988.09,913.7405051
1988.12,877.6352572
1989.03,684.6110472
1989.06,810.0536393
1989.09,847.096235
1989.12,702.4900882
1990.03,653.1925381
1990.06,647.4411573
1990.09,840.5232283
1990.12,898.0370367
1991.03,729.6037407
1991.06,686.0575715
1991.09,881.60452
1991.12,1115.767883
1992.03,926.7939409
1992.06,858.5989967
1992.09,836.4150992
1992.12,1114.946257
1993.03,760.0038966
1993.06,780.5445424
1993.09,989.2375043
1993.12,1189.714208
1994.03,810.1230725
1994.06,914.4695534
1994.09,967.8752326
1994.12,1000.740266
1995.03,837.236725
1995.06,993.3456335
1995.09,1099.335366
1995.12,1101.800244
1996.03,867.6368809
1996.06,1070.578462
1996.09,1069.756836
1996.12,1004.026769
1997.03,805.1933175
1997.06,1031.140422
1997.09,1083.56322
1997.12,1031.135242
1998.03,825.8910138
1998.06,967.5263637
1998.09,1150.788866
1998.12,1040.877618
1999.03,836.2878556
1999.06,852.7210049
1999.09,1105.775089
1999.12,906.5583195
2000.03,675.0484081
2000.06,810.1376934
2000.09,958.5461667
2000.12,918.2295778
2001.03,735.4280878
2001.06,864.4692676
2001.09,887.9145087
2001.12,980.9923551
2002.03,875.3482526
2002.06,1000
2002.09,969.6840785
2002.12,1023.412426
2003.03,828.5934467
2003.06,893.9778932
2003.09,911.3262175
2003.12,963.0495331
2004.03,909.3393838
2004.06,1020.062259
2004.09,904.0000985
2004.12,926.6916795
2005.03,850.001605
2005.06,994.981118
2005.09,878.3940496
2005.12,940.9024036
2006.03,843.4134509
2006.06,929.2205955
2006.09,937.7958191
2006.12,975.0331132
2007.03,890.3140785
2007.06,891.2567194
2007.09,929.0026034
2007.12,921.2106707
2008.03,813.9025605
2008.06,879.188744
2008.09,853.4594636
2008.12,798.7883261
2009.03,762.0444102
2009.06,789.6836368
2009.09,878.6676463
2009.12,916.9405202
2010.03,820.6205971
2010.06,964.5710152
2010.09,952.9626565
2010.12,927.3191123
2011.03,827.5835223
2011.06,965.8735256
2011.09,866.5265825
2011.12,889.392598
2012.03,865.4356948
2012.06,885.6413649
2012.09,881.8641061
2012.12,979.6001313
2013.03,954.698611
2013.06,900.2740808
2013.09,924.3524792
2013.12,837.3286195
2014.03,867.0691192
2014.06,788.358547
2014.09,898.2986725
2014.12,848.8980136
2015.03,827.7372156
2015.06,816.9520071
2015.09,878.7061849
2015.12,848.4768732
2016.03,961.3380906
2016.06,906.3687354
2016.09,969.3704035
2016.12,842.4298294
2017.03,922.3645529
2017.06,935.1204469
2017.09,946.461404
